strain_x	chrom	start	stop	length	boot	n010	n001	n011	n000	tot	ttout	strain_y	lineage	location	region
R108	OphioH327chr_6	400000	600000	200000	32	200	186	6722	125808	132916	0.028711692948527223	R22	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	33	197	195	6613	125911	132916	0.029638590654770907	H276	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	33	197	195	6613	125911	132916	0.029638590654770907	P122	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	33	197	195	6613	125911	132916	0.029638590654770907	R108	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	33	197	195	6613	125911	132916	0.029638590654770907	R22	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	34	212	190	6725	125789	132916	0.029888475836431228	H276	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	34	212	190	6725	125789	132916	0.029888475836431228	P122	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	34	212	190	6725	125789	132916	0.029888475836431228	R108	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	34	212	190	6725	125789	132916	0.029888475836431228	R22	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	35	215	229	6755	125717	132916	0.032864544781643225	H276	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	35	215	229	6755	125717	132916	0.032864544781643225	P122	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	35	215	229	6755	125717	132916	0.032864544781643225	R108	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	35	215	229	6755	125717	132916	0.032864544781643225	R22	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	36	203	196	6582	125935	132916	0.030309936189608023	H276	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	36	203	196	6582	125935	132916	0.030309936189608023	P122	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	36	203	196	6582	125935	132916	0.030309936189608023	R108	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	36	203	196	6582	125935	132916	0.030309936189608023	R22	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	37	187	221	6766	125742	132916	0.03015075376884422	H276	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	37	187	221	6766	125742	132916	0.03015075376884422	P122	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	37	187	221	6766	125742	132916	0.03015075376884422	R108	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	37	187	221	6766	125742	132916	0.03015075376884422	R22	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	38	189	200	6737	125790	132916	0.028870417099599227	H276	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	38	189	200	6737	125790	132916	0.028870417099599227	P122	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	38	189	200	6737	125790	132916	0.028870417099599227	R108	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	38	189	200	6737	125790	132916	0.028870417099599227	R22	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	39	201	175	6689	125851	132916	0.028105845417850203	H276	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	39	201	175	6689	125851	132916	0.028105845417850203	P122	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	39	201	175	6689	125851	132916	0.028105845417850203	R108	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	39	201	175	6689	125851	132916	0.028105845417850203	R22	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	40	155	215	6650	125896	132916	0.027819548872180452	H276	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	40	155	215	6650	125896	132916	0.027819548872180452	P122	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	40	155	215	6650	125896	132916	0.027819548872180452	R108	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	40	155	215	6650	125896	132916	0.027819548872180452	R22	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	41	170	216	6740	125790	132916	0.02863501483679525	H276	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	41	170	216	6740	125790	132916	0.02863501483679525	P122	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	41	170	216	6740	125790	132916	0.02863501483679525	R108	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	41	170	216	6740	125790	132916	0.02863501483679525	R22	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	42	203	184	6719	125810	132916	0.028798928411966067	H276	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	42	203	184	6719	125810	132916	0.028798928411966067	P122	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	42	203	184	6719	125810	132916	0.028798928411966067	R108	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	42	203	184	6719	125810	132916	0.028798928411966067	R22	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	43	190	193	6673	125860	132916	0.02869773714970778	H276	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	43	190	193	6673	125860	132916	0.02869773714970778	P122	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	43	190	193	6673	125860	132916	0.02869773714970778	R108	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	43	190	193	6673	125860	132916	0.02869773714970778	R22	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	44	202	193	6622	125899	132916	0.029824826336454245	H276	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	44	202	193	6622	125899	132916	0.029824826336454245	P122	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	44	202	193	6622	125899	132916	0.029824826336454245	R108	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	44	202	193	6622	125899	132916	0.029824826336454245	R22	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	45	177	207	6695	125837	132916	0.028678117998506347	H276	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	45	177	207	6695	125837	132916	0.028678117998506347	P122	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	45	177	207	6695	125837	132916	0.028678117998506347	R108	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	45	177	207	6695	125837	132916	0.028678117998506347	R22	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	46	204	220	6633	125859	132916	0.031961405095733454	H276	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	46	204	220	6633	125859	132916	0.031961405095733454	P122	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	46	204	220	6633	125859	132916	0.031961405095733454	R108	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	46	204	220	6633	125859	132916	0.031961405095733454	R22	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	47	217	216	6484	125999	132916	0.03338988278840222	H276	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	47	217	216	6484	125999	132916	0.03338988278840222	P122	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	47	217	216	6484	125999	132916	0.03338988278840222	R108	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	47	217	216	6484	125999	132916	0.03338988278840222	R22	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	48	197	173	6627	125919	132916	0.027916100799758564	H276	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	48	197	173	6627	125919	132916	0.027916100799758564	P122	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	48	197	173	6627	125919	132916	0.027916100799758564	R108	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	48	197	173	6627	125919	132916	0.027916100799758564	R22	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	49	187	222	6670	125837	132916	0.03065967016491754	H276	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	49	187	222	6670	125837	132916	0.03065967016491754	P122	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	49	187	222	6670	125837	132916	0.03065967016491754	R108	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	49	187	222	6670	125837	132916	0.03065967016491754	R22	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	50	175	220	6778	125743	132916	0.029138388905281795	H276	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	50	175	220	6778	125743	132916	0.029138388905281795	P122	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	50	175	220	6778	125743	132916	0.029138388905281795	R108	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	50	175	220	6778	125743	132916	0.029138388905281795	R22	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	51	203	185	6766	125762	132916	0.028672775642920485	H276	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	51	203	185	6766	125762	132916	0.028672775642920485	P122	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	51	203	185	6766	125762	132916	0.028672775642920485	R108	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	51	203	185	6766	125762	132916	0.028672775642920485	R22	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	52	177	202	6846	125691	132916	0.027680397312299154	H276	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	52	177	202	6846	125691	132916	0.027680397312299154	P122	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	52	177	202	6846	125691	132916	0.027680397312299154	R108	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	52	177	202	6846	125691	132916	0.027680397312299154	R22	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	53	179	221	6734	125782	132916	0.0297000297000297	H276	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	53	179	221	6734	125782	132916	0.0297000297000297	P122	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	53	179	221	6734	125782	132916	0.0297000297000297	R108	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	53	179	221	6734	125782	132916	0.0297000297000297	R22	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	54	155	193	6712	125856	132916	0.02592371871275328	H276	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	54	155	193	6712	125856	132916	0.02592371871275328	P122	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	54	155	193	6712	125856	132916	0.02592371871275328	R108	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	54	155	193	6712	125856	132916	0.02592371871275328	R22	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	55	201	191	6668	125856	132916	0.029394121175764846	H276	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	55	201	191	6668	125856	132916	0.029394121175764846	P122	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	55	201	191	6668	125856	132916	0.029394121175764846	R108	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	55	201	191	6668	125856	132916	0.029394121175764846	R22	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	56	209	198	6553	125956	132916	0.03105447886464215	H276	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	56	209	198	6553	125956	132916	0.03105447886464215	P122	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	56	209	198	6553	125956	132916	0.03105447886464215	R108	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	56	209	198	6553	125956	132916	0.03105447886464215	R22	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	57	193	236	6768	125719	132916	0.03169326241134752	H276	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	57	193	236	6768	125719	132916	0.03169326241134752	P122	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	57	193	236	6768	125719	132916	0.03169326241134752	R108	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	57	193	236	6768	125719	132916	0.03169326241134752	R22	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	58	183	186	6554	125993	132916	0.02815074763503204	H276	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	58	183	186	6554	125993	132916	0.02815074763503204	P122	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	58	183	186	6554	125993	132916	0.02815074763503204	R108	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	58	183	186	6554	125993	132916	0.02815074763503204	R22	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	59	186	207	6818	125705	132916	0.0288207685538281	H276	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	59	186	207	6818	125705	132916	0.0288207685538281	P122	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	59	186	207	6818	125705	132916	0.0288207685538281	R108	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	59	186	207	6818	125705	132916	0.0288207685538281	R22	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	60	187	226	6718	125785	132916	0.03073831497469485	H276	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	60	187	226	6718	125785	132916	0.03073831497469485	P122	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	60	187	226	6718	125785	132916	0.03073831497469485	R108	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	60	187	226	6718	125785	132916	0.03073831497469485	R22	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	61	178	203	6749	125786	132916	0.02822640391169062	H276	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	61	178	203	6749	125786	132916	0.02822640391169062	P122	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	61	178	203	6749	125786	132916	0.02822640391169062	R108	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	61	178	203	6749	125786	132916	0.02822640391169062	R22	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	62	170	209	6598	125939	132916	0.028720824492270387	H276	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	62	170	209	6598	125939	132916	0.028720824492270387	P122	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	62	170	209	6598	125939	132916	0.028720824492270387	R108	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	62	170	209	6598	125939	132916	0.028720824492270387	R22	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	63	200	162	6726	125828	132916	0.026910496580434137	H276	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	63	200	162	6726	125828	132916	0.026910496580434137	P122	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	63	200	162	6726	125828	132916	0.026910496580434137	R108	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	63	200	162	6726	125828	132916	0.026910496580434137	R22	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	64	193	195	6727	125801	132916	0.028839006986769732	H276	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	64	193	195	6727	125801	132916	0.028839006986769732	P122	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	64	193	195	6727	125801	132916	0.028839006986769732	R108	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	64	193	195	6727	125801	132916	0.028839006986769732	R22	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	65	170	219	6762	125765	132916	0.028763679384797396	H276	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	65	170	219	6762	125765	132916	0.028763679384797396	P122	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	65	170	219	6762	125765	132916	0.028763679384797396	R108	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	65	170	219	6762	125765	132916	0.028763679384797396	R22	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	66	199	205	6684	125828	132916	0.030221424296828246	H276	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	66	199	205	6684	125828	132916	0.030221424296828246	P122	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	66	199	205	6684	125828	132916	0.030221424296828246	R108	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	66	199	205	6684	125828	132916	0.030221424296828246	R22	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	67	148	216	6568	125984	132916	0.027710109622411692	H276	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	67	148	216	6568	125984	132916	0.027710109622411692	P122	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	67	148	216	6568	125984	132916	0.027710109622411692	R108	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	67	148	216	6568	125984	132916	0.027710109622411692	R22	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	68	190	188	6578	125960	132916	0.0287321374277896	H276	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	68	190	188	6578	125960	132916	0.0287321374277896	P122	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	68	190	188	6578	125960	132916	0.0287321374277896	R108	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	68	190	188	6578	125960	132916	0.0287321374277896	R22	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	69	171	195	6650	125900	132916	0.027518796992481203	H276	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	69	171	195	6650	125900	132916	0.027518796992481203	P122	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	69	171	195	6650	125900	132916	0.027518796992481203	R108	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	69	171	195	6650	125900	132916	0.027518796992481203	R22	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	70	167	192	6777	125780	132916	0.026486646008558358	H276	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	70	167	192	6777	125780	132916	0.026486646008558358	P122	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	70	167	192	6777	125780	132916	0.026486646008558358	R108	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	70	167	192	6777	125780	132916	0.026486646008558358	R22	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	71	186	204	6802	125724	132916	0.028668038812114084	H276	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	71	186	204	6802	125724	132916	0.028668038812114084	P122	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	71	186	204	6802	125724	132916	0.028668038812114084	R108	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	71	186	204	6802	125724	132916	0.028668038812114084	R22	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	72	191	218	6753	125754	132916	0.03028283725751518	H276	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	72	191	218	6753	125754	132916	0.03028283725751518	P122	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	72	191	218	6753	125754	132916	0.03028283725751518	R108	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	72	191	218	6753	125754	132916	0.03028283725751518	R22	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	73	198	172	6669	125877	132916	0.027740290898185634	H276	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	73	198	172	6669	125877	132916	0.027740290898185634	P122	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	73	198	172	6669	125877	132916	0.027740290898185634	R108	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	73	198	172	6669	125877	132916	0.027740290898185634	R22	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	74	177	188	6697	125854	132916	0.027251007913991338	H276	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	74	177	188	6697	125854	132916	0.027251007913991338	P122	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	74	177	188	6697	125854	132916	0.027251007913991338	R108	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	74	177	188	6697	125854	132916	0.027251007913991338	R22	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	75	176	202	6713	125825	132916	0.028154327424400417	H276	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	75	176	202	6713	125825	132916	0.028154327424400417	P122	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	75	176	202	6713	125825	132916	0.028154327424400417	R108	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	75	176	202	6713	125825	132916	0.028154327424400417	R22	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	76	200	178	6667	125871	132916	0.028348582570871455	H276	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	76	200	178	6667	125871	132916	0.028348582570871455	P122	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	76	200	178	6667	125871	132916	0.028348582570871455	R108	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	76	200	178	6667	125871	132916	0.028348582570871455	R22	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	77	197	185	6765	125769	132916	0.028233555062823355	H276	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	77	197	185	6765	125769	132916	0.028233555062823355	P122	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	77	197	185	6765	125769	132916	0.028233555062823355	R108	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	77	197	185	6765	125769	132916	0.028233555062823355	R22	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	78	194	168	6645	125909	132916	0.0272385252069225	H276	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	78	194	168	6645	125909	132916	0.0272385252069225	P122	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	78	194	168	6645	125909	132916	0.0272385252069225	R108	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	78	194	168	6645	125909	132916	0.0272385252069225	R22	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	79	195	213	6626	125882	132916	0.030787805614246905	H276	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	79	195	213	6626	125882	132916	0.030787805614246905	P122	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	79	195	213	6626	125882	132916	0.030787805614246905	R108	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	79	195	213	6626	125882	132916	0.030787805614246905	R22	NOV	11	9
R108	OphioH327chr_6	400000	600000	200000	80	178	185	6592	125961	132916	0.02753337378640777	H276	NOV	11	9
